text,labels
 Hasn t this flake left yet? How dare these people hang a man without evidence and at the word of a loon with repressed memory   Sue her and I bet she shuts up fast  ,1
 Moron - Real Americans are PROUD of our accomplishments- you are disgusting for not showing the truth ,1
Fort Trump in Poland?! Sounds great to me!! Another lasting reminder to the Left/Dems how much the rest of the world hates  #MAGA #WWG1WGA #RedWave2018 #DrainTheSwamp #FortTrump ,1
 i feel like generally the principle i would use is punching up  if you re taking people down then good  if you re like   just giving them a bigger audience then welp  you done f ed up i would compare it to antifa stuff (i mean  that is in fact what it is) ,0
 Candiace  She is trash ,1
 Live in Canada  Already have great gun control plus a low homicide rate(coincidence?) Thanks for the advice though ,0
  You are deplorable despicable disgusting! URL,1
 Fuck the wall  More American white or black men kill way more than any immigrant  Gun control would help way more ,1
10 Signs YOU Are a sales zombie URL #marketing #sales #retail #style #WednesdayWisdom URL,0
 Look at how shamelessly liberals lie to destroy a man s life   ,1
 any she is stunning,0
 She is  Seriously  Ive cried so hard when I read her DM where she wrote to me I care and Ive cried bc I was happy not sad and yeah that made my day,0
 Your dad is my Idol an he is raising to amazing young men,0
 I dont like this  You guys arent gettting what she is trying to pass across  She said she went to the CU in Enugu and left in 2014  ,0
 If you don t think everybody wants to be rich  sadly you are lying to yourself  Pretending otherwise is simply an excuse to settle  Nothing wrong with settling  but to dismiss those who want more for themselves as greedy  is disingenuous  ,0
 Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit,1
 He is a farmer thay grows the stuff they make canola from and Land O Lakes refuses to dilute their pure butter   maybe    ,0
 Richard Cephalic is what he is  (Its clinical),0
 Nothing abusive should ever be done to anyone! Including the women and people of this country she is putting under horrible stress worrying about what she is going to do  This should have been an easy NO  from her if she is who she says she is  And I agree with you Gabby! ,0
 Condemn #Antifa NOW,0
 A curly fry in horsey sauce at Arbys and a fry-frosty at Wendys is how you fast food ,0
 So that s why he is dead now??? Really FOX?? I would call that completely unrelated    This is why BLM is neccessary,1
 No nigga,1
 IF YOU WONNA GET PAID   Pick up the energy people!!!! Scream and shout like youre at the #Kavanaugh hearing! URL,0
#brexit #remain I know your busy with this BUT #fiftiesbornwomen #ShoulderToShoulder #onevoice #WePaidInYouPayOut #waspi no individual letters in 1995 of major changes to #StatePensionage due to 1995 legislation 2007 &amp; 2011 + time on top #labour #libdem #conservatives #rectify URL,0
 Islamists/Antifa/leftists would not allow us to lay a wreath in memory of the 9/11 victims,0
 i choose antifa URL,0
 I m an asshole though,1
Why the world shouldnt expect America to go back to normal after Trump  URL #TCOT #MAGA #RedNationRising ,0
 She s a Liberal professor dog  Always spewing her hatred against us Conservatives  You re going to HELL with the rest of the Sleaze BAGS ,1
 Demis od was bc of Arianna Grande  You see how pretty she is?,0
 make yourself useful and go bury your head in the sand ,1
 Well now the liberals have finally destroyed sesame street  Whats left?,0
 Great stalk  hunters like yourself and your wife are the reason why these animals exist so these crazy liberals have something to complain about ,1
 Oh shit u went there ,1
 I hope it was  Fucken dinosaur thought he Steinbrenner ,1
 Time will tell  Not the type to jump on the lefty bandwagon and demonize someone until they have had a fair chance  His policies will either be a huge failure like the liberals and result in losing the next election or they will be a success and ontario will dig out of the hole,1
 We thank our God for you every single day  #MAGA to #KAG,0
LOOK AT THE SMILES #MAGA #QANON #TRUMP #WWG1WGA #QARMY #QALERT #MAGAFORALLINC #TEAMTRUMP URL,0
 I think she is trying to repair her image so she will be friendly to everyone  I hope they can all be friends  She needs to respect Fessy and Tyler s boundaries though now that their are dating other people ,0
 There are deals on Mexico EU trade and other trade deals  We don t need or want a gun control deal or a Climate  deal ,1
 America is better than swamp crud like YOU!,1
Anything will Help  Thank you #Patriots #Maga and if you dont hear from me thanking any who help and share its bc im about to loose signal out here in the rain and batt will die so I gotta get to a place to plug in  Thanks again folks and God Bless URL,1
 Dont have anything to do with Trump or any conservatives  Refuse to trade with them in business,0
 Childish and unprofessional ,1
 you ignorant fool how did you become ag  I forgot it was ignorant Obama  Its not current occupier of white house  Learn from me ignorant idiot He is the President of United states  If you think he is not your President then leave this country and go to hell ,1
 Not one Democrat gives a shit about if this is true or not  It s all about not wanting conservatives in a life seat ,0
 He is making faces like Peter strokz   ,0
 When he s not imparting these gems Michael Moore is stuffing his face ,1
How wonderful to see our President on the ground in New Burn NC handing out hot meals and spending time with the hurricane victims!!! Rare site to see a US President who cares so much about the American people  WE love you so thankful for your service to our country  #MAGA,0
 Sex is work,0
 Haha yeah funny communists liberals destroying USA want USA2 like Venezuela China north korea perhaps why not just move2 your perfect country instead of desperately trying 2destroy the USA that my Founding Fathers fought died 4 our Freedom! Shed blood for ungrateful communists!,1
 Then what is gun control?,0
 Do it shithouse,1
 Hollywood is full of demonic democrats ,1
 You are amazing! URL,0
 Antifa constantly lies and    URL,0
 That wench is on something  She must be to spout her drivel  Wanna bet someone gives her the beating first  Let s see    she is in a parking lot with no one else around and a few black women who are much better then her find her  Or white people much brighter :),1
 A persons stance on gun control is a telling statement on if they believe in the rights of the individual  Might as well stamp Statist on their forehead  Please vote accordingly ,0
 om ah BITCH lol i love you domo ,1
 God did not appoint trump  The devil appointed him and I will make sure I do my part to make sure he doesn t get reelected by voting  He is no pious man and definitely not even spiritual  He s the scum of this earth ,1
